original_id,related_question_id,jaccard_distance,length_difference,relevance
Q234,Q234_R5,0.8863636363636364,38,PerfectMatch
Q234,Q234_R9,1.0,113,Relevant
Q234,Q234_R20,0.890625,239,Relevant
Q234,Q234_R21,0.9452054794520548,302,PerfectMatch
Q234,Q234_R35,0.8985507246376812,246,Irrelevant
Q234,Q234_R41,0.9253731343283582,255,Relevant
Q234,Q234_R45,0.9325842696629213,368,Relevant
Q234,Q234_R50,0.9512195121951219,14,Relevant
Q234,Q234_R59,0.975,16,Relevant
Q235,Q235_R6,0.8395061728395061,203,Relevant
Q235,Q235_R9,0.935064935064935,253,Irrelevant
Q235,Q235_R12,0.8727272727272727,7,Relevant
Q235,Q235_R13,0.8737864077669902,56,Irrelevant
Q235,Q235_R14,0.9210526315789473,266,Irrelevant
Q235,Q235_R21,0.9142857142857143,91,Irrelevant
Q235,Q235_R23,0.92,35,Irrelevant
Q235,Q235_R25,0.9102564102564102,232,Irrelevant
Q235,Q235_R28,0.8771929824561403,31,Irrelevant
Q235,Q235_R37,0.9117647058823529,299,Irrelevant
Q236,Q236_R1,0.8775510204081632,46,Relevant
Q236,Q236_R3,0.92,19,Relevant
Q236,Q236_R5,0.8533333333333334,209,Relevant
Q236,Q236_R20,0.9487179487179487,40,Relevant
Q236,Q236_R21,0.8307692307692308,159,Relevant
Q236,Q236_R22,0.8795180722891566,326,Irrelevant
Q236,Q236_R36,0.9120879120879121,369,Relevant
Q236,Q236_R40,0.9,16,Relevant
Q236,Q236_R42,0.9090909090909091,11,Relevant
Q236,Q236_R46,0.9210526315789473,49,Relevant
Q237,Q237_R12,0.9821428571428571,207,Irrelevant
Q237,Q237_R15,0.8958333333333334,209,Irrelevant
Q237,Q237_R23,0.9634146341463414,394,Irrelevant
Q237,Q237_R27,1.0,9,Irrelevant
Q237,Q237_R30,0.9523809523809523,135,Irrelevant
Q237,Q237_R31,0.9545454545454546,277,Irrelevant
Q237,Q237_R38,0.8666666666666667,81,Irrelevant
Q237,Q237_R58,0.9428571428571428,84,Irrelevant
Q237,Q237_R59,0.8813559322033898,266,Relevant
Q237,Q237_R65,0.9508196721311475,361,Irrelevant
Q238,Q238_R3,0.8072289156626506,122,Relevant
Q238,Q238_R4,0.8651685393258427,96,Relevant
Q238,Q238_R8,1.0,357,Irrelevant
Q238,Q238_R9,0.8333333333333334,10,Relevant
Q238,Q238_R10,1.0,357,Irrelevant
Q238,Q238_R13,0.9176470588235294,191,Irrelevant
Q238,Q238_R21,0.9701492537313433,331,Irrelevant
Q238,Q238_R22,0.8918918918918919,5,Irrelevant
Q238,Q238_R30,0.8706896551724138,69,Irrelevant
Q238,Q238_R36,0.9024390243902439,210,Irrelevant
Q239,Q239_R2,0.9111111111111111,55,PerfectMatch
Q239,Q239_R6,0.9367088607594937,311,PerfectMatch
Q239,Q239_R13,0.7,11,PerfectMatch
Q239,Q239_R17,1.0,111,Relevant
Q239,Q239_R18,0.864406779661017,148,Relevant
Q239,Q239_R21,0.9016393442622951,143,Relevant
Q239,Q239_R31,0.84,150,Relevant
Q239,Q239_R53,0.8148148148148148,173,Relevant
Q239,Q239_R54,0.9302325581395349,337,Irrelevant
Q239,Q239_R56,0.9534883720930233,13,Irrelevant
Q240,Q240_R1,0.8404255319148937,38,Relevant
Q240,Q240_R3,0.8518518518518519,95,Irrelevant
Q240,Q240_R14,0.9523809523809523,240,Irrelevant
Q240,Q240_R19,0.9253731343283582,184,Relevant
Q240,Q240_R28,0.8333333333333334,126,Relevant
Q240,Q240_R31,0.8793103448275862,177,Irrelevant
Q240,Q240_R32,0.8272727272727273,148,Irrelevant
Q240,Q240_R35,0.9014084507042254,182,Irrelevant
Q240,Q240_R39,0.8080808080808081,91,Irrelevant
Q240,Q240_R40,0.8,95,Relevant
Q241,Q241_R19,0.8831168831168831,42,Irrelevant
Q241,Q241_R23,0.8846153846153846,49,Irrelevant
Q241,Q241_R37,0.890625,87,Irrelevant
Q241,Q241_R41,0.9130434782608695,87,Irrelevant
Q241,Q241_R42,0.9,101,Irrelevant
Q241,Q241_R43,0.9411764705882353,91,Irrelevant
Q241,Q241_R47,0.8611111111111112,5,Irrelevant
Q241,Q241_R92,0.8314606741573034,80,Irrelevant
Q241,Q241_R97,0.9814814814814815,212,Irrelevant
Q241,Q241_R98,0.9692307692307692,65,Irrelevant
Q242,Q242_R3,0.9210526315789473,144,Relevant
Q242,Q242_R8,0.8260869565217391,178,Relevant
Q242,Q242_R9,0.8780487804878049,125,Relevant
Q242,Q242_R15,0.8351648351648352,7,Relevant
Q242,Q242_R24,0.875,65,Irrelevant
Q242,Q242_R28,0.8522727272727273,15,Relevant
Q242,Q242_R36,0.8617021276595744,37,Irrelevant
Q242,Q242_R41,0.85,73,Relevant
Q242,Q242_R42,0.90625,226,Relevant
Q242,Q242_R45,0.8115942028985508,170,Relevant
Q243,Q243_R5,0.8805970149253731,156,Irrelevant
Q243,Q243_R12,0.9090909090909091,92,Irrelevant
Q243,Q243_R16,0.9130434782608695,168,Irrelevant
Q243,Q243_R20,0.8375,19,Irrelevant
Q243,Q243_R23,0.8823529411764706,23,Irrelevant
Q243,Q243_R39,0.9148936170212766,24,Irrelevant
Q243,Q243_R43,0.8584905660377359,168,Irrelevant
Q243,Q243_R45,0.8842105263157894,75,Irrelevant
Q243,Q243_R51,0.8805970149253731,173,Relevant
Q243,Q243_R77,0.8833333333333333,196,Irrelevant
Q244,Q244_R4,0.8636363636363636,33,Relevant
Q244,Q244_R12,0.9830508474576272,317,Irrelevant
Q244,Q244_R15,0.9565217391304348,42,Irrelevant
Q244,Q244_R18,0.9090909090909091,41,Relevant
Q244,Q244_R19,0.9655172413793104,246,Irrelevant
Q244,Q244_R21,0.9655172413793104,71,Relevant
Q244,Q244_R29,0.9310344827586207,112,Irrelevant
Q244,Q244_R33,0.9302325581395349,203,Irrelevant
Q244,Q244_R34,0.9545454545454546,188,Irrelevant
Q244,Q244_R35,0.9696969696969697,119,Irrelevant
Q245,Q245_R4,0.961038961038961,196,Relevant
Q245,Q245_R7,1.0,124,Relevant
Q245,Q245_R8,0.9032258064516129,69,Irrelevant
Q245,Q245_R12,0.8809523809523809,11,Relevant
Q245,Q245_R17,0.9318181818181818,17,Irrelevant
Q245,Q245_R18,0.9428571428571428,62,Irrelevant
Q245,Q245_R19,0.9142857142857143,286,Irrelevant
Q245,Q245_R27,0.9666666666666667,71,Irrelevant
Q245,Q245_R32,0.9436619718309859,178,Irrelevant
Q245,Q245_R34,0.9404761904761905,317,Irrelevant
Q246,Q246_R13,0.9411764705882353,251,PerfectMatch
Q246,Q246_R15,0.9215686274509803,134,Relevant
Q246,Q246_R18,0.9024390243902439,104,Relevant
Q246,Q246_R27,0.9295774647887324,332,Irrelevant
Q246,Q246_R41,0.9375,270,Irrelevant
Q246,Q246_R50,0.9,35,Relevant
Q246,Q246_R54,1.0,66,Relevant
Q246,Q246_R76,0.7878787878787878,63,Irrelevant
Q246,Q246_R77,0.9090909090909091,26,Irrelevant
Q246,Q246_R78,0.864406779661017,311,Relevant
Q247,Q247_R14,0.8947368421052632,1,Irrelevant
Q247,Q247_R19,0.9054054054054054,258,Irrelevant
Q247,Q247_R31,0.9230769230769231,280,Irrelevant
Q247,Q247_R38,0.9466666666666667,256,Irrelevant
Q247,Q247_R41,1.0,106,Irrelevant
Q247,Q247_R44,0.9583333333333334,73,Irrelevant
Q247,Q247_R46,0.9090909090909091,19,Irrelevant
Q247,Q247_R57,0.9230769230769231,4,Irrelevant
Q247,Q247_R59,0.9696969696969697,37,Irrelevant
Q247,Q247_R62,0.9625,236,Irrelevant
Q248,Q248_R3,0.9583333333333334,124,Relevant
Q248,Q248_R8,0.9310344827586207,219,Relevant
Q248,Q248_R12,0.8888888888888888,120,Relevant
Q248,Q248_R14,0.927536231884058,158,Irrelevant
Q248,Q248_R30,0.9166666666666666,95,Relevant
Q248,Q248_R31,0.8588235294117647,36,Irrelevant
Q248,Q248_R32,0.84,47,Irrelevant
Q248,Q248_R35,0.963855421686747,63,Relevant
Q248,Q248_R37,0.9263157894736842,78,Irrelevant
Q248,Q248_R45,0.9157894736842105,23,Relevant
Q249,Q249_R2,1.0,42,Relevant
Q249,Q249_R10,0.975609756097561,130,Relevant
Q249,Q249_R20,0.896551724137931,79,Irrelevant
Q249,Q249_R29,0.9772727272727273,184,Relevant
Q249,Q249_R31,0.9824561403508771,294,Irrelevant
Q249,Q249_R33,0.9230769230769231,170,Irrelevant
Q249,Q249_R41,0.9230769230769231,10,Irrelevant
Q249,Q249_R48,0.9846153846153847,346,Irrelevant
Q249,Q249_R50,0.9736842105263158,157,Irrelevant
Q249,Q249_R51,0.9875,410,Irrelevant
Q250,Q250_R1,0.7857142857142857,58,PerfectMatch
Q250,Q250_R3,0.8660714285714286,16,Irrelevant
Q250,Q250_R10,0.8823529411764706,46,Relevant
Q250,Q250_R22,0.9125,281,Relevant
Q250,Q250_R23,0.96,317,Relevant
Q250,Q250_R27,0.8532110091743119,36,Relevant
Q250,Q250_R39,0.9753086419753086,262,Relevant
Q250,Q250_R41,0.9032258064516129,179,Relevant
Q250,Q250_R53,0.8953488372093024,219,Irrelevant
Q250,Q250_R65,0.922077922077922,280,Irrelevant
Q251,Q251_R1,1.0,97,PerfectMatch
Q251,Q251_R6,1.0,8,Relevant
Q251,Q251_R27,0.875,218,Irrelevant
Q251,Q251_R28,0.961038961038961,249,Irrelevant
Q251,Q251_R30,0.9122807017543859,118,Irrelevant
Q251,Q251_R41,0.9402985074626866,238,Irrelevant
Q251,Q251_R42,0.9347826086956522,54,Irrelevant
Q251,Q251_R54,0.9803921568627451,78,Irrelevant
Q251,Q251_R62,0.9767441860465116,14,Irrelevant
Q251,Q251_R68,1.0,23,Irrelevant
Q252,Q252_R3,0.9166666666666666,65,PerfectMatch
Q252,Q252_R6,0.9152542372881356,124,Irrelevant
Q252,Q252_R8,0.9113924050632911,306,Irrelevant
Q252,Q252_R9,0.98,135,Relevant
Q252,Q252_R23,0.9104477611940298,224,Relevant
Q252,Q252_R27,0.9302325581395349,15,Relevant
Q252,Q252_R34,0.9027777777777778,351,Irrelevant
Q252,Q252_R39,0.9180327868852459,188,Relevant
Q252,Q252_R43,0.8888888888888888,138,Irrelevant
Q252,Q252_R52,0.8928571428571429,128,Irrelevant
Q253,Q253_R2,0.8241758241758241,23,Relevant
Q253,Q253_R3,0.8311688311688312,94,Relevant
Q253,Q253_R4,1.0,294,PerfectMatch
Q253,Q253_R5,0.828125,165,PerfectMatch
Q253,Q253_R7,0.8736842105263158,91,Relevant
Q253,Q253_R19,0.9402985074626866,146,Relevant
Q253,Q253_R22,0.8695652173913043,139,PerfectMatch
Q253,Q253_R23,0.9213483146067416,39,Irrelevant
Q253,Q253_R26,0.9078947368421053,103,Relevant
Q253,Q253_R29,0.9354838709677419,201,PerfectMatch
Q254,Q254_R2,0.8909090909090909,6,PerfectMatch
Q254,Q254_R5,0.8269230769230769,37,Relevant
Q254,Q254_R9,0.9747899159663865,15,Relevant
Q254,Q254_R43,1.0,366,Relevant
Q254,Q254_R50,0.8958333333333334,99,Relevant
Q254,Q254_R66,1.0,366,Relevant
Q254,Q254_R69,0.89,46,PerfectMatch
Q254,Q254_R80,0.8850574712643678,154,Relevant
Q254,Q254_R87,0.8854166666666666,33,Relevant
Q254,Q254_R90,0.905982905982906,70,Relevant
Q255,Q255_R7,0.9019607843137255,122,Irrelevant
Q255,Q255_R9,0.8955223880597015,299,Relevant
Q255,Q255_R11,0.9298245614035088,158,Irrelevant
Q255,Q255_R12,0.9,114,Relevant
Q255,Q255_R13,0.88,96,Irrelevant
Q255,Q255_R17,0.9069767441860465,389,Irrelevant
Q255,Q255_R18,0.9230769230769231,112,Relevant
Q255,Q255_R20,0.9558823529411765,225,Irrelevant
Q255,Q255_R26,0.9423076923076923,141,Relevant
Q255,Q255_R34,1.0,94,Irrelevant
Q256,Q256_R3,0.9787234042553191,4,PerfectMatch
Q256,Q256_R6,0.926829268292683,313,Relevant
Q256,Q256_R8,0.9473684210526315,37,Irrelevant
Q256,Q256_R9,0.9655172413793104,335,Relevant
Q256,Q256_R12,0.9459459459459459,25,Irrelevant
Q256,Q256_R13,0.9523809523809523,19,Relevant
Q256,Q256_R17,0.9272727272727272,105,Relevant
Q256,Q256_R25,0.9393939393939394,210,Irrelevant
Q256,Q256_R31,0.98,35,Irrelevant
Q256,Q256_R38,0.9247311827956989,347,Irrelevant
Q257,Q257_R3,0.9210526315789473,12,Irrelevant
Q257,Q257_R8,0.8390804597701149,116,Irrelevant
Q257,Q257_R10,0.9090909090909091,223,Irrelevant
Q257,Q257_R14,0.925,29,Irrelevant
Q257,Q257_R17,0.9090909090909091,189,Irrelevant
Q257,Q257_R22,0.8775510204081632,151,Irrelevant
Q257,Q257_R35,0.8854166666666666,243,PerfectMatch
Q257,Q257_R38,0.8831168831168831,26,Irrelevant
Q257,Q257_R48,0.9117647058823529,87,Irrelevant
Q257,Q257_R53,0.8977272727272727,129,Irrelevant
Q258,Q258_R5,0.8552631578947368,212,Relevant
Q258,Q258_R28,0.9259259259259259,218,Irrelevant
Q258,Q258_R46,0.8791208791208791,60,Irrelevant
Q258,Q258_R48,0.8723404255319149,63,Irrelevant
Q258,Q258_R50,0.8987341772151899,233,Irrelevant
Q258,Q258_R64,0.8953488372093024,133,Irrelevant
Q258,Q258_R71,0.8974358974358975,172,Irrelevant
Q258,Q258_R77,0.883495145631068,25,Irrelevant
Q258,Q258_R78,0.9357798165137615,57,Irrelevant
Q258,Q258_R85,0.8571428571428571,40,Irrelevant
Q259,Q259_R5,0.9558823529411765,150,Relevant
Q259,Q259_R6,0.8875,69,Relevant
Q259,Q259_R17,0.8923076923076924,153,Relevant
Q259,Q259_R18,0.9072164948453608,94,Relevant
Q259,Q259_R25,0.8620689655172413,3,Relevant
Q259,Q259_R27,0.8695652173913043,97,Irrelevant
Q259,Q259_R28,0.8953488372093024,33,Irrelevant
Q259,Q259_R29,0.8846153846153846,245,Irrelevant
Q259,Q259_R34,0.868421052631579,9,Relevant
Q259,Q259_R51,0.8514851485148515,100,Irrelevant
Q260,Q260_R5,0.9344262295081968,87,Relevant
Q260,Q260_R6,0.95,254,Relevant
Q260,Q260_R8,0.9433962264150944,55,Relevant
Q260,Q260_R9,0.9714285714285714,218,Relevant
Q260,Q260_R14,0.9696969696969697,66,Relevant
Q260,Q260_R20,0.9759036144578314,253,Relevant
Q260,Q260_R28,0.9722222222222222,63,Relevant
Q260,Q260_R31,0.8409090909090909,72,Relevant
Q260,Q260_R32,0.9487179487179487,40,PerfectMatch
Q260,Q260_R37,0.9523809523809523,33,Relevant
Q261,Q261_R7,1.0,289,PerfectMatch
Q261,Q261_R10,0.9411764705882353,235,Irrelevant
Q261,Q261_R18,0.9523809523809523,6,Irrelevant
Q261,Q261_R19,0.8873239436619719,270,Irrelevant
Q261,Q261_R24,0.8571428571428571,116,Irrelevant
Q261,Q261_R28,0.9240506329113924,269,Relevant
Q261,Q261_R30,0.8666666666666667,35,Irrelevant
Q261,Q261_R33,0.8860759493670886,288,Irrelevant
Q261,Q261_R37,0.9375,29,Irrelevant
Q261,Q261_R38,1.0,32,Relevant
Q262,Q262_R12,0.9148936170212766,53,Relevant
Q262,Q262_R32,0.918918918918919,86,Relevant
Q262,Q262_R35,0.9655172413793104,16,Relevant
Q262,Q262_R37,0.8947368421052632,181,Irrelevant
Q262,Q262_R40,0.9024390243902439,187,Relevant
Q262,Q262_R46,0.9347826086956522,84,Relevant
Q262,Q262_R47,0.8688524590163934,26,Relevant
Q262,Q262_R55,0.9,25,Irrelevant
Q262,Q262_R57,0.8933333333333333,96,Relevant
Q262,Q262_R60,0.9295774647887324,80,Irrelevant
Q263,Q263_R2,0.8488372093023255,102,PerfectMatch
Q263,Q263_R3,0.7978723404255319,42,PerfectMatch
Q263,Q263_R5,0.8372093023255814,69,PerfectMatch
Q263,Q263_R6,0.9545454545454546,247,PerfectMatch
Q263,Q263_R9,0.8536585365853658,134,Relevant
Q263,Q263_R14,0.8173076923076923,51,Relevant
Q263,Q263_R15,0.8823529411764706,110,Relevant
Q263,Q263_R26,0.912621359223301,20,Irrelevant
Q263,Q263_R31,0.8117647058823529,54,PerfectMatch
Q263,Q263_R32,0.9117647058823529,214,Irrelevant
Q264,Q264_R2,0.05357142857142857,1,PerfectMatch
Q264,Q264_R28,0.9846153846153847,298,Irrelevant
Q264,Q264_R31,0.9833333333333333,316,Irrelevant
Q264,Q264_R36,0.9166666666666666,289,Relevant
Q264,Q264_R37,0.8555555555555555,60,Relevant
Q264,Q264_R41,0.8888888888888888,105,Irrelevant
Q264,Q264_R43,0.8831168831168831,176,Irrelevant
Q264,Q264_R46,0.8933333333333333,202,Irrelevant
Q264,Q264_R47,0.9090909090909091,175,Irrelevant
Q264,Q264_R56,0.9545454545454546,268,Relevant
Q265,Q265_R2,0.8444444444444444,17,PerfectMatch
Q265,Q265_R3,0.8490566037735849,65,Relevant
Q265,Q265_R5,0.9,57,Relevant
Q265,Q265_R7,0.9117647058823529,163,Relevant
Q265,Q265_R9,0.9166666666666666,3,Relevant
Q265,Q265_R12,0.8867924528301887,61,Relevant
Q265,Q265_R14,0.8490566037735849,65,Relevant
Q265,Q265_R15,0.8333333333333334,78,Irrelevant
Q265,Q265_R17,0.9333333333333333,124,Relevant
Q265,Q265_R20,0.9242424242424242,103,Relevant
Q266,Q266_R11,0.8,49,Relevant
Q266,Q266_R22,0.8676470588235294,104,PerfectMatch
Q266,Q266_R25,0.9324324324324325,62,Irrelevant
Q266,Q266_R31,0.8648648648648649,9,Irrelevant
Q266,Q266_R35,0.9285714285714286,205,Irrelevant
Q266,Q266_R36,0.8369565217391305,77,Relevant
Q266,Q266_R51,0.8378378378378378,31,Relevant
Q266,Q266_R55,0.8928571428571429,20,Irrelevant
Q266,Q266_R61,0.9365079365079365,68,Irrelevant
Q266,Q266_R65,0.8985507246376812,122,Irrelevant
Q267,Q267_R1,0.8378378378378378,14,Relevant
Q267,Q267_R4,0.8412698412698413,171,PerfectMatch
Q267,Q267_R6,0.8955223880597015,184,Relevant
Q267,Q267_R14,0.821917808219178,243,PerfectMatch
Q267,Q267_R15,1.0,99,Relevant
Q267,Q267_R28,0.8333333333333334,31,PerfectMatch
Q267,Q267_R32,0.7894736842105263,9,Relevant
Q267,Q267_R37,1.0,99,Relevant
Q267,Q267_R44,1.0,99,PerfectMatch
Q267,Q267_R48,1.0,99,Relevant
